target_date,ate_estimate,standard_error,t_statistic,calibration_factor
2023-01-05,-0.02105424613332884,0.010189243053073846,-2.0663209252798507,-0.5363008257612041
2023-04-05,-0.0024599171299530915,0.00786454328431038,-0.3127857576752843,-15.677233076758073
2024-01-20,-0.013682017799842124,0.011746945990791981,-1.1647297783242536,3.0506448432987674
2024-06-05,0.04144574387942476,0.00803411766125015,5.158717562642167,1.291048484994902
