,station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m_max [degF],temp_2m_min [degF],temp_2m_avg [degF],temp_9m_max [degF],temp_9m_min [degF],temp_9m_avg [degF],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],dewpoint_max [degF],dewpoint_min [degF],dewpoint_avg [degF],precip_total [inch],wind_speed_prop_avg [mile/hr],wind_speed_prop_max [mile/hr],wind_direction_prop_avg [degrees],frozen_soil_05cm_count_5min [count],frozen_soil_25cm_count_5min [count],frozen_soil_50cm_count_5min [count],soil_temp_05cm_max [degF],soil_temp_05cm_min [degF],soil_temp_05cm_avg [degF],soil_temp_25cm_max [degF],soil_temp_25cm_min [degF],soil_temp_25cm_avg [degF],soil_temp_50cm_max [degF],soil_temp_50cm_min [degF],soil_temp_50cm_avg [degF],solar_insolation_total [MJ/m^2]
4669,BKBROW,2023-08-28 EDT,40.672,-73.898,24,76.1,70.7,72.4,NA,NA,NA,88.9,66.2,79.1,68.9,63.2,65.5,0,NA,NA,NA,0,NA,NA,81.5,78.1,79.4,NA,NA,NA,NA,NA,NA,NA
4670,BKBROW,2023-08-29 EDT,40.672,-73.898,24,79.8,68,73.2,NA,NA,NA,90.3,65.3,81.3,70.6,63.9,67.1,0,NA,NA,NA,0,NA,NA,79.5,75.9,77.8,NA,NA,NA,NA,NA,NA,NA
4671,BKBROW,2023-08-30 EDT,40.672,-73.898,24,90.1,70.6,77.5,NA,NA,NA,94.5,36.9,68.7,71.7,55.2,64.7,0.14,NA,NA,NA,0,NA,NA,85.1,76.8,79.5,NA,NA,NA,NA,NA,NA,NA
4672,BKBROW,2023-08-31 EDT,40.672,-73.898,24,82,66.5,72.8,NA,NA,NA,70.7,30.8,48.3,57.2,46.7,51.3,0,NA,NA,NA,0,NA,NA,86.7,74.7,79.9,NA,NA,NA,NA,NA,NA,NA
4673,BKMAPL,2023-08-01 EDT,40.623,-73.975,52,82.4,70.5,75.7,NA,NA,NA,61.1,27.3,45,57.9,43.1,52.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1
4674,BKMAPL,2023-08-02 EDT,40.623,-73.975,52,80.2,67.3,73.8,NA,NA,NA,60.8,30,45.2,56.2,44.7,50.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7
4675,BKMAPL,2023-08-03 EDT,40.623,-73.975,52,78.3,67.8,73,NA,NA,NA,71.7,50.9,59.8,61.6,54.6,58.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6
4676,BKMAPL,2023-08-04 EDT,40.623,-73.975,52,77.5,70.9,73.6,NA,NA,NA,89.1,63.4,76.2,69.3,59.6,65.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7
4677,BKMAPL,2023-08-05 EDT,40.623,-73.975,52,87.2,71.1,78.8,NA,NA,NA,89.2,35.9,61,68.2,55.6,62.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1
4678,BKMAPL,2023-08-06 EDT,40.623,-73.975,52,83.9,73,78.3,NA,NA,NA,85.3,39.2,55.1,70.6,53.8,60.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9
4679,BKMAPL,2023-08-07 EDT,40.623,-73.975,52,81,68.9,74.9,NA,NA,NA,96.7,68.2,87.6,74.1,66.8,70.9,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1
4680,BKMAPL,2023-08-08 EDT,40.623,-73.975,52,81.4,71.3,75.4,NA,NA,NA,94,52.1,72.9,71.5,59.3,65.4,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4
4681,BKMAPL,2023-08-09 EDT,40.623,-73.975,52,87.7,70.1,78.6,NA,NA,NA,69.3,33.6,51,60.1,53.9,58.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4
4682,BKMAPL,2023-08-10 EDT,40.623,-73.975,52,80.7,70.9,74.4,NA,NA,NA,96.4,52.4,79.9,73.1,57.7,67.4,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3
4683,BKMAPL,2023-08-11 EDT,40.623,-73.975,52,86.2,68,77.2,NA,NA,NA,94.7,35.8,64.5,69.6,55.6,62.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9
4684,BKMAPL,2023-08-12 EDT,40.623,-73.975,52,84.6,72.3,77.9,NA,NA,NA,82.9,59.2,69.8,73.4,59.3,67.2,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
4685,BKMAPL,2023-08-13 EDT,40.623,-73.975,52,88.3,70,80.1,NA,NA,NA,96.3,41.4,68,72.6,61.6,67.4,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3
4686,BKMAPL,2023-08-14 EDT,40.623,-73.975,52,87.3,73.9,79.4,NA,NA,NA,85.2,47.5,64.7,72.5,60.4,66.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2
4687,BKMAPL,2023-08-15 EDT,40.623,-73.975,52,84.2,72.2,76.9,NA,NA,NA,96.8,61.9,82.7,74.9,68.3,71,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9
4688,BKMAPL,2023-08-16 EDT,40.623,-73.975,52,82.6,69.2,75.6,NA,NA,NA,95.4,65.2,82.3,71.9,66.6,69.6,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1
4689,BKMAPL,2023-08-17 EDT,40.623,-73.975,52,78.1,73.5,75,NA,NA,NA,93.9,79.5,87.7,73.3,69.7,71.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2
4690,BKMAPL,2023-08-18 EDT,40.623,-73.975,52,83,66.7,76.2,NA,NA,NA,97.1,31.9,65.3,75.2,48.1,61.9,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7
4691,BKMAPL,2023-08-19 EDT,40.623,-73.975,52,79.7,64.1,72.2,NA,NA,NA,64.6,41,51,55.5,48.8,52.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9
4692,BKMAPL,2023-08-20 EDT,40.623,-73.975,52,86.9,67.2,77.3,NA,NA,NA,70.2,35.9,52.3,64.4,55.2,57.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3
4693,BKMAPL,2023-08-21 EDT,40.623,-73.975,52,89.1,72.3,81,NA,NA,NA,79,46.5,61.4,69.8,64,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5
4694,BKMAPL,2023-08-22 EDT,40.623,-73.975,52,81,69.9,76.2,NA,NA,NA,69.7,39.3,48.9,67.7,50,55.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3
4695,BKMAPL,2023-08-23 EDT,40.623,-73.975,52,79.3,68.2,73.2,NA,NA,NA,67.4,32.9,51.7,60.7,47.1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5
4696,BKMAPL,2023-08-24 EDT,40.623,-73.975,52,73.9,67.2,70.9,NA,NA,NA,95.6,63.3,79.9,68.5,58.4,64.2,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1
4697,BKMAPL,2023-08-25 EDT,40.623,-73.975,52,78.3,70.7,74.2,NA,NA,NA,97,83.1,89.3,73.3,67.3,70.8,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
4698,BKMAPL,2023-08-26 EDT,40.623,-73.975,52,85.9,72.9,78.2,NA,NA,NA,97.3,47.4,77.7,74.4,63.3,70,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8
4699,BKMAPL,2023-08-27 EDT,40.623,-73.975,52,85.9,71.7,77.4,NA,NA,NA,89.7,44.3,63.9,70.1,59.6,63.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8
4700,BKMAPL,2023-08-28 EDT,40.623,-73.975,52,77.1,71.3,73,NA,NA,NA,90.7,64.5,79.9,69.8,63.8,66.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
4701,BKMAPL,2023-08-29 EDT,40.623,-73.975,52,81.4,68.8,73.9,NA,NA,NA,91.3,64.9,80.4,70.9,64.1,67.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8
4702,BKMAPL,2023-08-30 EDT,40.623,-73.975,52,85.7,71.1,76.5,NA,NA,NA,97.3,43.4,72.2,72.3,55.1,65.5,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7
4703,BKMAPL,2023-08-31 EDT,40.623,-73.975,52,79.6,66.5,72.1,NA,NA,NA,67.7,32.7,49.2,57.2,45.9,51.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5
4704,BKNYRD,2023-08-01 EDT,40.705,-73.984,33,80.4,69.7,75.1,NA,NA,NA,61.5,29.2,42.5,56.7,43.1,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8
4705,BKNYRD,2023-08-02 EDT,40.705,-73.984,33,80,67.7,73.4,NA,NA,NA,55.8,30.3,43,54.5,43.7,49.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
4706,BKNYRD,2023-08-03 EDT,40.705,-73.984,33,78.9,68.5,73.4,NA,NA,NA,64,46.4,55.3,58.5,53.8,56.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1
4707,BKNYRD,2023-08-04 EDT,40.705,-73.984,33,77.9,71.6,73.8,NA,NA,NA,85.1,60.7,72.3,68.1,58.3,64.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
4708,BKNYRD,2023-08-05 EDT,40.705,-73.984,33,85.5,71.9,78.3,NA,NA,NA,86.5,37.1,59.7,67.7,53.9,61.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2
4709,BKNYRD,2023-08-06 EDT,40.705,-73.984,33,86.1,73.6,78.4,NA,NA,NA,81.1,37.1,51.6,69.3,54.3,58.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1
4710,BKNYRD,2023-08-07 EDT,40.705,-73.984,33,81.1,68.8,75.4,NA,NA,NA,94.2,63.9,83.2,73.2,66.1,69.8,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6
4711,BKNYRD,2023-08-08 EDT,40.705,-73.984,33,80.8,71.8,75.2,NA,NA,NA,88.4,51,70.8,69.8,58.9,64.6,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9
4712,BKNYRD,2023-08-09 EDT,40.705,-73.984,33,87.8,70.6,78.6,NA,NA,NA,67,31.1,49.2,59.2,52.9,57.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9
4713,BKNYRD,2023-08-10 EDT,40.705,-73.984,33,81.2,71.2,75,NA,NA,NA,93.5,50.9,73.8,72.1,56.8,65.6,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
4714,BKNYRD,2023-08-11 EDT,40.705,-73.984,33,86.2,69.2,77.7,NA,NA,NA,88.2,35.9,60.5,68.5,55.5,61.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
4715,BKNYRD,2023-08-12 EDT,40.705,-73.984,33,87,72.6,78.8,NA,NA,NA,76.9,50.5,63,73.8,58.4,65.1,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8
4716,BKNYRD,2023-08-13 EDT,40.705,-73.984,33,88,71.1,80.2,NA,NA,NA,89.7,41,63.9,70.3,60.8,65.9,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3
4717,BKNYRD,2023-08-14 EDT,40.705,-73.984,33,88.1,76.1,80.3,NA,NA,NA,74.3,43.1,56.7,69.4,59.3,63.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2
4718,BKNYRD,2023-08-15 EDT,40.705,-73.984,33,79.7,70.8,75.2,NA,NA,NA,94.5,69.5,82.1,72.1,67.2,69.3,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5
4719,BKNYRD,2023-08-16 EDT,40.705,-73.984,33,82.4,69.5,75.1,NA,NA,NA,95.5,60.5,80.2,69.7,66.3,68.3,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3
4720,BKNYRD,2023-08-17 EDT,40.705,-73.984,33,79.3,73.1,75,NA,NA,NA,91.2,73.7,83.9,72.1,68,69.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7
4721,BKNYRD,2023-08-18 EDT,40.705,-73.984,33,82.7,66.6,76.1,NA,NA,NA,95.7,34.3,63.3,74.8,48.6,61.1,1.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
4722,BKNYRD,2023-08-19 EDT,40.705,-73.984,33,79.6,64.6,72.3,NA,NA,NA,64,38.2,49.8,54.8,49.2,52.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2
4723,BKNYRD,2023-08-20 EDT,40.705,-73.984,33,86.4,68,77.5,NA,NA,NA,69.4,30.1,49.3,61.2,50.2,56.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6
4724,BKNYRD,2023-08-21 EDT,40.705,-73.984,33,89,72.9,81.3,NA,NA,NA,74.4,44.9,58.1,69.2,60.9,64.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1
4725,BKNYRD,2023-08-22 EDT,40.705,-73.984,33,80,68.5,74.8,NA,NA,NA,70.2,41,50.4,67,50.6,54.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
4726,BKNYRD,2023-08-23 EDT,40.705,-73.984,33,79.1,67.9,72.5,NA,NA,NA,66.1,24.9,49,59.3,39.5,51.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8
4727,BKNYRD,2023-08-24 EDT,40.705,-73.984,33,74.2,66.6,70.9,NA,NA,NA,93.4,62.3,77.5,67.6,57.8,63.3,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1
4728,BKNYRD,2023-08-25 EDT,40.705,-73.984,33,78.5,70.7,74.2,NA,NA,NA,95.3,79.7,87.6,72.5,67.2,70.3,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1
4729,BKNYRD,2023-08-26 EDT,40.705,-73.984,33,86,73.1,78.9,NA,NA,NA,95.3,44.8,72.8,73.1,60.8,68.6,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9
4730,BKNYRD,2023-08-27 EDT,40.705,-73.984,33,84,71.3,77,NA,NA,NA,85.5,44.5,61.5,68.8,59.5,62.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2
4731,BKNYRD,2023-08-28 EDT,40.705,-73.984,33,76.3,71,72.6,NA,NA,NA,87.1,65.5,77.9,68.9,63,65.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1
4732,BKNYRD,2023-08-29 EDT,40.705,-73.984,33,78.5,68.4,73.2,NA,NA,NA,87.7,70.2,80.3,70.3,63.4,66.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5
4733,BKNYRD,2023-08-30 EDT,40.705,-73.984,33,85.9,70.8,76.8,NA,NA,NA,93.3,40.6,68.6,70.9,54.8,64.3,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3
4734,BKNYRD,2023-08-31 EDT,40.705,-73.984,33,76.7,65.6,70.9,NA,NA,NA,67.3,34.9,50.5,56.8,45.6,50.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5
4735,BXVNST,2023-08-01 EDT,40.844,-73.861,82,84.2,68.4,75.1,NA,NA,NA,65,27.9,43.3,57.8,43.5,50.3,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8
4736,BXVNST,2023-08-02 EDT,40.844,-73.861,82,82.7,64.6,73.4,NA,NA,NA,56.4,26.4,42.5,54.7,42.3,48.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3
4737,BXVNST,2023-08-03 EDT,40.844,-73.861,82,79.8,68.9,74.2,NA,NA,NA,59.9,42.2,52.3,58.8,52.2,55.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7
4738,BXVNST,2023-08-04 EDT,40.844,-73.861,82,78,72.4,74.4,NA,NA,NA,81.7,56.9,70.5,67.6,57.6,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4
4739,BXVNST,2023-08-05 EDT,40.844,-73.861,82,88.8,72.2,79.1,NA,NA,NA,82.4,37.4,58.6,67.2,56,62.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8
4740,BXVNST,2023-08-06 EDT,40.844,-73.861,82,87.5,70.7,78.4,NA,NA,NA,78.4,35.7,50.9,68.6,54.5,58.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5
4741,BXVNST,2023-08-07 EDT,40.844,-73.861,82,81.9,69.4,75.7,NA,NA,NA,95.3,63.9,83.1,73.5,66.6,70.1,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
4742,BXVNST,2023-08-08 EDT,40.844,-73.861,82,83.3,71.6,76,NA,NA,NA,89.3,47.7,68.8,69.1,58.6,64.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4
4743,BXVNST,2023-08-09 EDT,40.844,-73.861,82,90,69.8,79.4,NA,NA,NA,67.6,29.1,47.6,59.9,52.7,56.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2
4744,BXVNST,2023-08-10 EDT,40.844,-73.861,82,81.5,70.8,74.9,NA,NA,NA,93.2,47.2,72.3,72,54.4,64.7,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
